InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
564039,23237,SET OF 4 KNICK KNACK TINS LEAF,6.0,8/22/2011 12:40,4.15,12645.0,Germany
572061,22467,GUMBALL COAT RACK,24.0,10/20/2011 12:53,2.55,12474.0,Germany
558045,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48.0,6/24/2011 13:35,0.29,12615.0,France
560036,23172,REGENCY TEA PLATE PINK,12.0,7/14/2011 13:51,1.65,14911.0,EIRE
557056,23240,SET OF 4 KNICK KNACK TINS DOILEY ,12.0,6/16/2011 14:46,4.15,12621.0,Germany
555933,22456,NATURAL SLATE CHALKBOARD LARGE ,6.0,6/8/2011 8:49,4.95,12567.0,France
558113,21907,I'M ON HOLIDAY METAL SIGN,12.0,6/27/2011 8:48,2.1,14911.0,EIRE
555147,21314,SMALL GLASS HEART TRINKET POT,8.0,5/31/2011 15:41,2.1,13505.0,Switzerland
565865,21558,SKULL LUNCH BOX WITH CUTLERY ,6.0,9/7/2011 15:07,2.55,12637.0,France
567428,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6.0,9/20/2011 11:35,2.1,14911.0,EIRE
550137,22354,RETROSPOT PADDED SEAT CUSHION,5.0,4/14/2011 13:59,3.75,12477.0,Germany
552013,22045,SPACEBOY GIFT WRAP,25.0,5/5/2011 17:34,0.42,12451.0,Switzerland
548664,23010,CIRCUS PARADE BABY GIFT SET,6.0,4/1/2011 14:45,14.95,14911.0,EIRE
571187,22435,SET OF 9 HEART SHAPED BALLOONS,12.0,10/14/2011 11:39,1.25,12380.0,Belgium
567305,22730,ALARM CLOCK BAKELIKE IVORY,4.0,9/19/2011 13:28,3.75,12621.0,Germany
565765,22551,PLASTERS IN TIN SPACEBOY,12.0,9/6/2011 14:19,1.65,12526.0,Germany
564734,17107D,FLOWER FAIRY 5 DRAWER LINERS,4.0,8/28/2011 13:32,2.55,12484.0,Spain
566076,22192,BLUE DINER WALL CLOCK,6.0,9/9/2011 9:13,8.5,12449.0,Belgium
581578,23389,SPACEBOY MINI BACKPACK,4.0,12/9/2011 12:16,4.15,12713.0,Germany
567897,POST,POSTAGE,1.0,9/22/2011 16:07,15.0,12364.0,Belgium
573362,85066,CREAM SWEETHEART MINI CHEST,2.0,10/30/2011 13:06,12.75,12597.0,Spain
561631,22993,SET OF 4 PANTRY JELLY MOULDS,12.0,7/28/2011 14:27,1.25,14911.0,EIRE
560036,23201,JUMBO BAG ALPHABET,10.0,7/14/2011 13:51,2.08,14911.0,EIRE
542713,22892,SET OF SALT AND PEPPER TOADSTOOLS,12.0,1/31/2011 13:27,1.25,12668.0,Germany
552329,20725,LUNCH BAG RED RETROSPOT,10.0,5/9/2011 10:06,1.65,13492.0,Switzerland
551544,22662,LUNCH BAG DOLLY GIRL DESIGN,10.0,5/3/2011 9:33,1.65,12683.0,France
542922,22976,CIRCUS PARADE CHILDRENS EGG CUP ,12.0,2/2/2011 9:06,1.25,12682.0,France
581006,21733,RED HANGING HEART T-LIGHT HOLDER,24.0,12/7/2011 8:45,2.95,14911.0,EIRE
569893,22362,GLASS JAR PEACOCK BATH SALTS,,10/6/2011 15:51,2.95,12627.0,Germany
539405,22423,REGENCY CAKESTAND 3 TIER,16.0,12/17/2010 12:38,10.95,12621.0,Germany
540976,22091,EMPIRE TISSUE BOX,12.0,1/12/2011 15:00,1.25,12652.0,France
571562,23326,HANGING MINI COLOURED BOTTLES,48.0,10/18/2011 10:04,0.63,14156.0,EIRE
C570828,90177A,CLASSIC DIAMANTE EARRINGS JET,-6.0,10/12/2011 13:15,2.95,14911.0,EIRE
541220,22628,PICNIC BOXES SET OF 3 RETROSPOT ,160.0,1/14/2011 14:11,4.25,14156.0,EIRE
568798,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6.0,9/29/2011 10:23,2.55,12615.0,France
547005,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24.0,3/18/2011 14:20,1.25,12474.0,Germany
563548,20971,PINK BLUE FELT CRAFT TRINKET BOX,12.0,8/17/2011 12:30,1.25,12528.0,Germany
544203,22554,PLASTERS IN TIN WOODLAND ANIMALS,12.0,2/17/2011 10:30,1.65,12362.0,Belgium
577502,22634,CHILDS BREAKFAST SET SPACEBOY ,2.0,11/20/2011 12:34,9.95,12598.0,France
561798,84674,FLYING PIG WATERING CAN,6.0,7/29/2011 13:39,2.95,14911.0,EIRE
545583,22435,SET OF 9 HEART SHAPED BALLOONS,12.0,3/4/2011 9:08,1.25,12553.0,France
573002,85178,VICTORIAN SEWING KIT,144.0,10/27/2011 12:09,0.85,14646.0,Netherlands
540976,48138,DOORMAT UNION FLAG,2.0,1/12/2011 15:00,7.95,12652.0,France
547005,35910B,PINK FLOWERS RABBIT EASTER,6.0,3/18/2011 14:20,1.95,12474.0,Germany
571937,23212,HEART WREATH DECORATION WITH BELL,144.0,10/20/2011 9:28,1.04,14911.0,EIRE
562046,21731,RED TOADSTOOL LED NIGHT LIGHT,12.0,8/2/2011 10:34,1.65,12378.0,Switzerland
553348,22605,WOODEN CROQUET GARDEN SET,6.0,5/16/2011 13:20,12.75,14911.0,EIRE
571030,22356,CHARLOTTE BAG PINK POLKADOT,10.0,10/13/2011 12:26,0.85,12876.0,Belgium
562670,21770,OPEN CLOSED METAL SIGN,2.0,8/8/2011 13:42,4.95,14911.0,EIRE
559134,22175,PINK OWL SOFT TOY,6.0,7/6/2011 13:14,2.95,12700.0,France
537378,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,72.0,12/6/2010 13:06,0.85,14911.0,EIRE
575154,22423,REGENCY CAKESTAND 3 TIER,1.0,11/8/2011 16:15,12.75,12395.0,Belgium
570714,23292,SPACEBOY CHILDRENS CUP,16.0,10/12/2011 10:20,1.25,13520.0,Switzerland
547071,21531,RED RETROSPOT SUGAR JAM BOWL,6.0,3/20/2011 13:59,2.55,12693.0,Germany
555589,21789,KIDS RAIN MAC PINK,24.0,6/6/2011 9:36,0.85,12802.0,Netherlands
558262,23281,FOLDING BUTTERFLY MIRROR RED  ,192.0,6/28/2011 8:45,0.72,14646.0,Netherlands
537463,22027,TEA PARTY BIRTHDAY CARD,12.0,12/7/2010 10:08,0.42,12681.0,France
567721,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48.0,9/22/2011 10:38,1.45,12409.0,Switzerland
546851,22383,LUNCH BAG SUKI DESIGN ,10.0,3/17/2011 13:23,1.65,12480.0,Germany
572035,23173,REGENCY TEAPOT ROSES ,24.0,10/20/2011 12:03,8.15,14646.0,Netherlands
565930,22956,36 FOIL HEART CAKE CASES,6.0,9/8/2011 10:32,2.1,12685.0,France
548858,71459,HANGING JAM JAR T-LIGHT HOLDER,12.0,4/4/2011 13:29,0.85,14911.0,EIRE
570020,21058,PARTY INVITES WOODLAND,12.0,10/7/2011 10:18,0.85,12684.0,France
572442,22748,POPPY'S PLAYHOUSE KITCHEN,6.0,10/24/2011 12:09,2.1,12546.0,Spain
554648,22637,PIGGY BANK RETROSPOT ,4.0,5/25/2011 12:44,2.55,12562.0,France
580736,22301,COFFEE MUG CAT + BIRD DESIGN,6.0,12/6/2011 8:55,2.55,12716.0,France
580160,22557,PLASTERS IN TIN VINTAGE PAISLEY ,24.0,12/2/2011 10:47,1.65,12700.0,France
575747,23296,SET OF 6 TEA TIME BAKING CASES,8.0,11/11/2011 10:19,1.25,12589.0,France
551346,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4.0,4/28/2011 9:12,3.75,12362.0,Belgium
571129,23506,MINI PLAYING CARDS SPACEBOY ,20.0,10/14/2011 10:03,0.42,14156.0,EIRE
572124,15056BL,EDWARDIAN PARASOL BLACK,24.0,10/21/2011 8:47,5.95,14156.0,EIRE
575067,20719,WOODLAND CHARLOTTE BAG,20.0,11/8/2011 12:45,0.85,12583.0,France
570672,20979,36 PENCILS TUBE RED RETROSPOT,16.0,10/11/2011 14:52,1.25,12536.0,France
547383,20983,12 PENCILS TALL TUBE RED RETROSPOT,12.0,3/22/2011 15:42,0.85,12613.0,Germany
568103,22331,WOODLAND PARTY BAG + STICKER SET,8.0,9/23/2011 15:45,1.65,12518.0,Germany
564328,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12.0,8/24/2011 13:42,2.95,12662.0,Germany
579529,20750,RED RETROSPOT MINI CASES,2.0,11/30/2011 8:50,7.95,12488.0,France
541120,22585,PACK OF 6 BIRDY GIFT TAGS,12.0,1/14/2011 9:13,1.25,12490.0,France
562935,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16.0,8/10/2011 17:11,5.95,14156.0,EIRE
558124,23206,LUNCH BAG APPLE DESIGN,10.0,6/27/2011 10:17,1.65,12493.0,France
573891,POST,POSTAGE,5.0,11/1/2011 13:56,18.0,12682.0,France
557466,20977,36 PENCILS TUBE WOODLAND,16.0,6/20/2011 13:08,1.25,13815.0,Germany
580512,21452,TOADSTOOL MONEY BOX,6.0,12/4/2011 13:55,2.95,12673.0,Germany
546861,22149,FELTCRAFT 6 FLOWER FRIENDS,6.0,3/17/2011 15:03,2.1,14911.0,EIRE
574093,23293,SET OF 12 FAIRY CAKE BAKING CASES,8.0,11/3/2011 9:43,0.83,12437.0,France
543114,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12.0,2/3/2011 13:26,0.85,14156.0,EIRE
542713,22212,FOUR HOOK  WHITE LOVEBIRDS,6.0,1/31/2011 13:27,2.1,12668.0,Germany
563477,21745,GAOLERS KEYS DECORATIVE GARDEN ,1.0,8/16/2011 15:39,3.75,17097.0,Spain
561795,21380,WOODEN HAPPY BIRTHDAY GARLAND,6.0,7/29/2011 13:28,2.95,12716.0,France
554097,23204,CHARLOTTE BAG APPLES DESIGN,10.0,5/22/2011 13:01,0.85,12567.0,France
569866,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5.0,10/6/2011 14:50,1.65,12757.0,Portugal
566163,23209,LUNCH BAG VINTAGE DOILY ,10.0,9/9/2011 11:48,1.65,12637.0,France
575735,23367,SET 12 COLOUR PENCILS SPACEBOY ,16.0,11/11/2011 8:46,0.65,14156.0,EIRE
566115,21680,WOODLAND  STICKERS,12.0,9/9/2011 10:51,0.85,12674.0,France
553566,21731,RED TOADSTOOL LED NIGHT LIGHT,12.0,5/18/2011 9:09,1.65,12690.0,France
575871,21770,OPEN CLOSED METAL SIGN,2.0,11/11/2011 12:52,4.95,14911.0,EIRE
C543347,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2.0,2/7/2011 12:44,2.95,12472.0,Germany
559782,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6.0,7/12/2011 11:55,1.65,12722.0,France
575519,22617,BAKING SET SPACEBOY DESIGN,3.0,11/10/2011 10:53,4.95,12682.0,France
574740,22029,SPACEBOY BIRTHDAY CARD,24.0,11/6/2011 16:07,0.42,12357.0,Switzerland
575584,POST,POSTAGE,1.0,11/10/2011 11:55,18.0,12682.0,France
554097,21240,BLUE POLKADOT CUP,8.0,5/22/2011 13:01,0.85,12567.0,France
575871,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12.0,11/11/2011 12:52,0.85,14911.0,EIRE
542303,22208,WOOD STAMP SET THANK YOU,12.0,1/27/2011 11:05,1.65,12539.0,Spain
563848,22757,LARGE RED BABUSHKA NOTEBOOK ,12.0,8/19/2011 14:57,1.25,14911.0,EIRE
581098,23326,HANGING MINI COLOURED BOTTLES,48.0,12/7/2011 11:42,0.63,14911.0,EIRE
536975,21179,NO JUNK MAIL METAL SIGN,12.0,12/3/2010 14:04,1.25,14911.0,EIRE
580511,22692,DOORMAT WELCOME TO OUR HOME,4.0,12/4/2011 13:54,8.25,12560.0,Germany
566163,22174,PHOTO CUBE,12.0,9/9/2011 11:48,1.65,12637.0,France
561795,21212,PACK OF 72 RETROSPOT CAKE CASES,24.0,7/29/2011 13:28,0.55,12716.0,France
544480,22557,PLASTERS IN TIN VINTAGE PAISLEY ,96.0,2/21/2011 10:32,1.45,14646.0,Netherlands
540480,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6.0,1/7/2011 15:27,4.95,12480.0,Germany
542535,20750,RED RETROSPOT MINI CASES,2.0,1/28/2011 13:37,7.95,12735.0,France
559782,22766,PHOTO FRAME CORNICE,8.0,7/12/2011 11:55,2.95,12722.0,France
562046,22334,DINOSAUR PARTY BAG + STICKER SET,8.0,8/2/2011 10:34,1.65,12378.0,Switzerland
578541,23570,TRADITIONAL PICK UP STICKS GAME ,6.0,11/24/2011 15:01,1.25,14277.0,France
556578,23209,LUNCH BAG DOILEY PATTERN ,10.0,6/13/2011 14:13,1.65,12472.0,Germany
564654,22119,PEACE WOODEN BLOCK LETTERS,3.0,8/26/2011 14:29,6.95,14911.0,EIRE
552883,23162,REGENCY TEA STRAINER,48.0,5/12/2011 10:13,3.29,14646.0,Netherlands
569563,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,24.0,10/5/2011 9:46,0.65,12481.0,Germany
568103,22303,COFFEE MUG APPLES DESIGN,6.0,9/23/2011 15:45,2.55,12518.0,Germany
554109,22027,TEA PARTY BIRTHDAY CARD,12.0,5/22/2011 14:33,0.42,12682.0,France
576629,21484,CHICK GREY HOT WATER BOTTLE,24.0,11/16/2011 8:37,4.25,12621.0,Germany
553666,POST,POSTAGE,2.0,5/18/2011 12:18,18.0,12679.0,France
572061,22492,MINI PAINT SET VINTAGE ,36.0,10/20/2011 12:53,0.65,12474.0,Germany
578541,21623,VINTAGE UNION JACK MEMOBOARD,1.0,11/24/2011 15:01,9.95,14277.0,France
546172,22939,APRON APPLE DELIGHT,2.0,3/10/2011 10:32,4.95,14156.0,EIRE
576869,POST,POSTAGE,1.0,11/16/2011 16:20,18.0,12500.0,Germany
571477,21232,STRAWBERRY CERAMIC TRINKET BOX,36.0,10/17/2011 14:54,1.25,12794.0,Portugal
555650,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12.0,6/6/2011 13:48,1.45,14156.0,EIRE
575049,23350,ROLL WRAP VINTAGE SPOT ,12.0,11/8/2011 12:13,1.25,12721.0,France
569720,23369,SET 36 COLOUR PENCILS LOVE LONDON,1.0,10/6/2011 9:11,1.25,14646.0,Netherlands
560894,47590B,PINK HAPPY BIRTHDAY BUNTING,12.0,7/21/2011 17:09,5.45,14911.0,EIRE
552871,22384,LUNCH BAG PINK POLKADOT,10.0,5/12/2011 8:52,1.65,12693.0,Germany
546365,22532,MAGIC DRAWING SLATE LEAP FROG ,24.0,3/11/2011 11:35,0.42,12520.0,Germany
562789,23306,SET OF 36 DOILIES PANTRY DESIGN,12.0,8/9/2011 13:50,1.45,14646.0,Netherlands
541991,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3.0,1/25/2011 9:11,4.95,12417.0,Belgium
566041,22726,ALARM CLOCK BAKELIKE GREEN,24.0,9/8/2011 13:48,3.75,13814.0,Germany
554137,21531,RED RETROSPOT SUGAR JAM BOWL,6.0,5/23/2011 10:13,2.55,12708.0,Germany
543180,22914,BLUE COAT RACK PARIS FASHION,3.0,2/4/2011 10:38,4.95,12410.0,Switzerland
573362,22600,CHRISTMAS RETROSPOT STAR WOOD,24.0,10/30/2011 13:06,0.85,12597.0,Spain
545585,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24.0,3/4/2011 9:32,1.25,12541.0,Spain
552325,22379,RECYCLING BAG RETROSPOT ,10.0,5/9/2011 9:47,2.1,12490.0,France
579792,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12.0,11/30/2011 15:43,1.25,12714.0,France
540900,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16.0,1/12/2011 11:46,2.95,12712.0,Germany
577850,35961,FOLKART ZINC HEART CHRISTMAS DEC,12.0,11/22/2011 11:04,0.85,14911.0,EIRE
574056,20718,RED RETROSPOT SHOPPER BAG,100.0,11/2/2011 14:09,1.06,14646.0,Netherlands
556517,23237,SET OF 4 KNICK KNACK TINS LEAVES ,6.0,6/13/2011 10:52,4.15,12481.0,Germany
544074,22667,RECIPE BOX RETROSPOT ,3.0,2/15/2011 14:49,2.95,14156.0,EIRE
560451,21628,TRIANGULAR POUFFE VINTAGE ,4.0,7/19/2011 9:50,14.95,14911.0,EIRE
541570,22974,CHILDRENS DOLLY GIRL MUG,48.0,1/19/2011 12:34,1.45,14646.0,Netherlands
548970,85099B,JUMBO BAG RED RETROSPOT,200.0,4/5/2011 11:03,1.65,14646.0,Netherlands
575486,22338,STAR DECORATION PAINTED ZINC ,96.0,11/9/2011 17:07,0.19,14911.0,EIRE
567280,20713,JUMBO BAG OWLS,100.0,9/19/2011 11:46,1.79,14646.0,Netherlands
570640,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10.0,10/11/2011 12:38,0.85,12474.0,Germany
575886,22055,MINI CAKE STAND  HANGING STRAWBERY,3.0,11/11/2011 13:57,1.65,12517.0,Germany
540642,85049D,BRIGHT BLUES RIBBONS ,12.0,1/10/2011 13:22,1.25,12681.0,France
554940,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12.0,5/27/2011 13:49,2.1,12494.0,France
551389,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24.0,4/28/2011 11:45,1.25,12437.0,France
549559,20712,JUMBO BAG WOODLAND ANIMALS,10.0,4/10/2011 13:25,1.95,12447.0,Belgium
556241,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4.0,6/9/2011 16:04,4.25,12597.0,Spain
560041,22625,RED KITCHEN SCALES,2.0,7/14/2011 14:46,8.5,14156.0,EIRE
562560,23202,JUMBO BAG VINTAGE LEAF,3.0,8/5/2011 17:12,2.08,14156.0,EIRE
547005,23177,TREASURE ISLAND BOOK BOX,8.0,3/18/2011 14:20,2.25,12474.0,Germany
567296,20725,LUNCH BAG RED RETROSPOT,20.0,9/19/2011 12:19,1.65,12682.0,France
560728,23031,DRAWER KNOB CRACKLE GLAZE PINK,12.0,7/20/2011 14:38,1.65,12520.0,Germany
551539,22972,CHILDREN'S SPACEBOY MUG,12.0,5/3/2011 8:40,1.65,12598.0,France
552040,21524,DOORMAT SPOTTY HOME SWEET HOME,6.0,5/6/2011 8:19,7.95,12502.0,Spain
581175,23290,SPACEBOY CHILDRENS BOWL,144.0,12/7/2011 15:16,1.05,14646.0,Netherlands
565765,23240,SET OF 4 KNICK KNACK TINS DOILY ,6.0,9/6/2011 14:19,4.15,12526.0,Germany
C540243,22091,EMPIRE TISSUE BOX,-7.0,1/5/2011 15:32,1.25,12585.0,Germany
557247,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12.0,6/17/2011 15:09,,12731.0,France
561795,22608,PENS ASSORTED FUNKY JEWELED ,36.0,7/29/2011 13:28,0.19,12716.0,France
575845,22610,PENS ASSORTED FUNNY FACE,36.0,11/11/2011 12:07,0.19,12598.0,France
572127,85231B,CINAMMON SET OF 9 T-LIGHTS,12.0,10/21/2011 9:20,0.85,14911.0,EIRE
539488,22728,ALARM CLOCK BAKELIKE PINK,4.0,12/20/2010 9:37,3.75,12377.0,Switzerland
571824,23256,CHILDRENS CUTLERY SPACEBOY ,4.0,10/19/2011 11:49,4.15,12472.0,Germany
579153,22492,MINI PAINT SET VINTAGE ,36.0,11/28/2011 13:26,0.65,12660.0,France
555947,85132C,CHARLIE AND LOLA FIGURES TINS,12.0,6/8/2011 10:45,1.95,14911.0,EIRE
571187,23236,STORAGE TIN VINTAGE DOILY ,6.0,10/14/2011 11:39,2.89,12380.0,Belgium
563288,23289,DOLLY GIRL CHILDRENS BOWL,16.0,8/15/2011 12:53,1.25,12656.0,France
546861,21675,BUTTERFLIES STICKERS,12.0,3/17/2011 15:03,0.85,14911.0,EIRE
540900,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3.0,1/12/2011 11:46,4.95,12712.0,Germany
565800,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12.0,9/7/2011 10:23,0.85,14911.0,EIRE
568645,23108,SET OF 10 LED DOLLY LIGHTS,2.0,9/28/2011 11:38,6.25,12656.0,France
574740,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,36.0,11/6/2011 16:07,3.29,12357.0,Switzerland
567552,21731,RED TOADSTOOL LED NIGHT LIGHT,12.0,9/21/2011 10:40,1.65,12583.0,France
553411,22437,SET OF 9 BLACK SKULL BALLOONS,20.0,5/17/2011 9:28,0.85,12714.0,France
574501,84950,ASSORTED COLOUR T-LIGHT HOLDER,12.0,11/4/2011 13:15,0.65,12577.0,France
556206,23160,REGENCY TEA SPOON,24.0,6/9/2011 13:46,1.25,14911.0,EIRE
542777,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6.0,2/1/2011 8:31,2.95,14911.0,EIRE
558613,22440,BALLOON WATER BOMB PACK OF 35,20.0,6/30/2011 15:46,0.42,14911.0,EIRE
559295,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3.0,7/7/2011 12:32,4.95,12362.0,Belgium
560566,23255,CHILDRENS CUTLERY CIRCUS PARADE,4.0,7/19/2011 13:45,4.15,12662.0,Germany
542216,22027,TEA PARTY BIRTHDAY CARD,12.0,1/26/2011 12:29,0.42,14911.0,EIRE
561194,22726,ALARM CLOCK BAKELIKE GREEN,4.0,7/25/2011 13:54,3.75,13814.0,Germany
553411,23054,RECYCLED ACAPULCO MAT LAVENDER,2.0,5/17/2011 9:28,8.25,12714.0,France
567721,23008,DOLLY GIRL BABY GIFT SET,6.0,9/22/2011 10:38,14.95,12409.0,Switzerland
570521,22113,GREY HEART HOT WATER BOTTLE,8.0,10/11/2011 10:43,4.25,12371.0,Switzerland
540414,21787,RAIN PONCHO RETROSPOT,24.0,1/7/2011 10:32,0.85,12481.0,Germany
569563,23160,REGENCY TEA SPOON,24.0,10/5/2011 9:46,1.25,12481.0,Germany
563662,20977,36 PENCILS TUBE WOODLAND,16.0,8/18/2011 11:40,1.25,12729.0,France
567720,23398,HANGING HEART BONHEUR,12.0,9/22/2011 10:37,0.85,14911.0,EIRE
572986,23445,ICE CREAM BUBBLES,40.0,10/27/2011 10:51,0.83,12681.0,France
551258,21931,JUMBO STORAGE BAG SUKI,20.0,4/27/2011 12:02,2.08,12621.0,Germany
C543347,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3.0,2/7/2011 12:44,2.95,12472.0,Germany
548011,22992,REVOLVER WOODEN RULER ,144.0,3/29/2011 11:14,1.65,14646.0,Netherlands
536852,POST,POSTAGE,1.0,12/3/2010 9:51,18.0,12686.0,France
547061,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2.0,3/20/2011 13:21,6.75,12407.0,Belgium
560398,21914,BLUE HARMONICA IN BOX ,24.0,7/18/2011 14:10,,12731.0,France
567720,22569,FELTCRAFT CUSHION BUTTERFLY,8.0,9/22/2011 10:37,3.75,14911.0,EIRE
553741,22123,PING MICROWAVE APRON,12.0,5/19/2011 9:37,1.95,12520.0,Germany
577157,23480,MINI LIGHTS WOODLAND MUSHROOMS,24.0,11/18/2011 9:58,3.75,12451.0,Switzerland
571308,21429,RED GINGHAM ROSE JEWELLERY BOX,8.0,10/17/2011 10:10,1.95,12475.0,Germany
581266,20719,WOODLAND CHARLOTTE BAG,10.0,12/8/2011 11:25,0.85,12621.0,Germany
562046,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2.0,8/2/2011 10:34,15.95,12378.0,Switzerland
562560,23153,ZINC SWEETHEART WIRE LETTER RACK,4.0,8/5/2011 17:12,3.75,14156.0,EIRE
C555935,23206,LUNCH BAG APPLE DESIGN,-20.0,6/8/2011 9:14,1.65,12567.0,France
538095,21114,LAVENDER SCENTED FABRIC HEART,5.0,12/9/2010 14:55,1.25,17097.0,Spain
546509,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12.0,3/14/2011 12:15,1.25,14911.0,EIRE
571559,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24.0,10/18/2011 9:32,0.55,14911.0,EIRE
563098,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,24.0,8/12/2011 9:14,1.65,14911.0,EIRE
575661,23501,KEY RING BASEBALL BOOT UNION JACK,1.0,11/10/2011 14:39,1.25,12617.0,France
561094,21680,WOODLAND  STICKERS,12.0,7/25/2011 10:04,0.85,12474.0,Germany
561507,22662,LUNCH BAG DOLLY GIRL DESIGN,10.0,7/27/2011 14:21,1.65,12397.0,Belgium
553375,22960,JAM MAKING SET WITH JARS,12.0,5/16/2011 14:52,3.75,14911.0,EIRE
545017,22555,PLASTERS IN TIN STRONGMAN,12.0,2/25/2011 13:51,1.65,12361.0,Belgium
573868,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6.0,11/1/2011 12:18,2.95,12491.0,France
561094,21503,TOYBOX  WRAP ,25.0,7/25/2011 10:04,0.42,12474.0,Germany
576863,23245,SET OF 3 REGENCY CAKE TINS,4.0,11/16/2011 16:06,4.95,12626.0,Germany
581006,22654,DELUXE SEWING KIT ,3.0,12/7/2011 8:45,5.95,14911.0,EIRE
576141,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6.0,11/14/2011 10:47,2.1,14911.0,EIRE
562960,21695,SMALL SILVER FLOWER CANDLE POT,6.0,8/11/2011 10:22,2.95,14911.0,EIRE
562537,23288,GREEN VINTAGE SPOT BEAKER,8.0,8/5/2011 15:02,0.85,12517.0,Germany
547005,22247,BUNNY DECORATION MAGIC GARDEN,16.0,3/18/2011 14:20,0.85,12474.0,Germany
539403,21272,SALLE DE BAIN HOOK,12.0,12/17/2010 12:21,1.25,12647.0,Germany
542080,21238,RED RETROSPOT CUP,8.0,1/25/2011 12:16,0.85,13815.0,Germany
546917,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3.0,3/18/2011 9:17,4.95,14911.0,EIRE
552826,21394,RED POLKADOT BEAKER ,6.0,5/11/2011 13:20,0.39,14277.0,France
581183,22055,MINI CAKE STAND  HANGING STRAWBERY,16.0,12/7/2011 16:24,0.39,12569.0,Germany
575510,21791,VINTAGE HEADS AND TAILS CARD GAME ,72.0,11/10/2011 10:33,1.06,14646.0,Netherlands
576863,22551,PLASTERS IN TIN SPACEBOY,12.0,11/16/2011 16:06,1.65,12626.0,Germany
556927,21169,YOU'RE CONFUSING ME METAL SIGN ,240.0,6/15/2011 14:47,1.45,14156.0,EIRE
555095,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6.0,5/31/2011 13:32,2.95,12540.0,Spain
567968,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4.0,9/23/2011 9:44,3.75,12546.0,Spain
569866,20975,12 PENCILS SMALL TUBE RED RETROSPOT,3.0,10/6/2011 14:50,0.65,12757.0,Portugal
541206,22466,FAIRY TALE COTTAGE NIGHTLIGHT,96.0,1/14/2011 12:24,1.65,14646.0,Netherlands
576602,23455,SMALL PARLOUR FRAME,36.0,11/15/2011 15:20,2.49,14156.0,EIRE
565930,22037,ROBOT BIRTHDAY CARD,24.0,9/8/2011 10:32,0.42,12685.0,France
578541,84029E,RED WOOLLY HOTTIE WHITE HEART.,4.0,11/24/2011 15:01,4.25,14277.0,France
568103,23286,BLUE VINTAGE SPOT BEAKER,8.0,9/23/2011 15:45,0.85,12518.0,Germany
C570828,90209A,PURPLE ENAMEL+GLASS HAIR COMB,-6.0,10/12/2011 13:15,2.1,14911.0,EIRE
568095,90101,WHITE FRANGIPANI NECKLACE,6.0,9/23/2011 14:49,2.55,14911.0,EIRE
553210,21465,PINK FLOWER CROCHET FOOD COVER,6.0,5/16/2011 9:40,3.75,14016.0,EIRE
571065,21484,CHICK GREY HOT WATER BOTTLE,4.0,10/13/2011 14:59,4.25,12613.0,Germany
579870,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4.0,11/30/2011 16:47,3.75,12437.0,France
